source,unit_id,unit_type,year,unit_date,unit_label,unit_url,landing_page_url,source_url,title,summary,authors,oa_marker,pdf_url,doi,openalex_id,source_item_id,paper_type,venue_section,concepts,referenced_works_count,cited_by_count
Nature Medicine,nature_medicine_2022_04,official_month_open_access_clinical_article_batch,2022,2022-04-18,2022-04,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01767-6,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Development of a clinical polygenic risk score assay and reporting workflow,"The first report from the prospective GenoVA Study provides preliminary insights into the development of a polygenic risk score assay in a clinical setting and discusses the challenges of generating, interpreting and reporting results.",Limin Hao; Peter Kraft; Matthew S. Lebo,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01767-6.pdf,10.1038/s41591-022-01767-6,,s41591-022-01767-6,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_04,official_month_open_access_clinical_article_batch,2022,2022-04-28,2022-04,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01786-3,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Immunogenicity and therapeutic targeting of a public neoantigen derived from mutated PIK3CA,"A new high-throughput platform to find rare T cells that can recognize shared cancer neoantigens identifies T cell receptors specific for a conserved, immunogenic and therapeutically actionable epitope in mutant PI3Kα, one of the most common driver oncogenes",Smita S. Chandran; Jiaqi Ma; Christopher A. Klebanoff,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01786-3.pdf,10.1038/s41591-022-01786-3,,s41591-022-01786-3,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_04,official_month_open_access_clinical_article_batch,2022,2022-04-11,2022-04,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01751-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Interindividual variability in transgene mRNA and protein production following adeno-associated virus gene therapy for hemophilia A,"The analysis of liver biopsy samples after AAV gene therapy for hemophilia A reveals normal histology and long-term persistence of the episomal vector, and identifies potential factors contributing to interindividual variability of transgene expression.",Sylvia Fong; Bridget Yates; Wing Yen Wong,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01751-0.pdf,10.1038/s41591-022-01751-0,,s41591-022-01751-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_04,official_month_open_access_clinical_article_batch,2022,2022-04-04,2022-04,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=63,https://www.nature.com/articles/s41591-022-01755-w,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=63&error=cookies_not_supported&code=32f7abff-48d1-4a95-b615-d9436d70a99f,Intravitreal antisense oligonucleotide sepofarsen in Leber congenital amaurosis type 10: a phase 1b/2 trial,"Intravitreal administration of the antisense oligonucleotide sepofarsen in patients with Leber congenital amaurosis type 10 showed a manageable safety profile, ocular adverse events being dose dependent, and achieved meaningful improvements of visual function.",Stephen R. Russell; Arlene V. Drack; Aniz Girach,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01755-w.pdf,10.1038/s41591-022-01755-w,,s41591-022-01755-w,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_04,official_month_open_access_clinical_article_batch,2022,2022-04-11,2022-04,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01749-8,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Stratification of radiosensitive brain metastases based on an actionable S100A9/RAGE resistance mechanism,A comprehensive analysis of models of brain metastasis and multiple cohorts of patient samples identifies a targetable molecular mechanism underlying the resistance to whole-brain radiotherapy that can inform patient selection for personalized radiotherapy.,Cátia Monteiro; Lauritz Miarka; Manuel Valiente,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01749-8.pdf,10.1038/s41591-022-01749-8,,s41591-022-01749-8,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_04,official_month_open_access_clinical_article_batch,2022,2022-04-25,2022-04,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01768-5,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Swarm learning for decentralized artificial intelligence in cancer histopathology,"A decentralized, privacy-preserving machine learning framework used to train a clinically relevant AI system identifies actionable molecular alterations in patients with colorectal cancer by use of routine histopathology slides collected in real-world settings.",Oliver Lester Saldanha; Philip Quirke; Jakob Nikolas Kather,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01768-5.pdf,10.1038/s41591-022-01768-5,,s41591-022-01768-5,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-23,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01837-9,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,"A multisystem, cardio-renal investigation of post-COVID-19 illness",Deep clinical phenotyping at 28–60 days post-discharge of patients who had been hospitalized with COVID-19 and subsequent long-term follow-up with electronic health records reveal evidence of persistent cardio-renal involvement.,Andrew J. Morrow; Robert Sykes; Colin Berry,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01837-9.pdf,10.1038/s41591-022-01837-9,,s41591-022-01837-9,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-09,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01800-8,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Claudin18.2-specific CAR T cells in gastrointestinal cancers: phase 1 trial interim results,"In an interim analysis of a phase 1 trial, CAR T cells specific for Claudin18.2, a tight junction protein isoform highly expressed on gastrointestinal tract tumors, were well-tolerated and exhibited promising clinical activity in patients with gastrointestinal cancers.",Changsong Qi; Jifang Gong; Lin Shen,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01800-8.pdf,10.1038/s41591-022-01800-8,,s41591-022-01800-8,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-12,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01803-5,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,"Dorzagliatin add-on therapy to metformin in patients with type 2 diabetes: a randomized, double-blind, placebo-controlled phase 3 trial",The DAWN study is a phase 3 clinical trial that demonstrates effective glycemic control of dorzagliatin as an add-on therapy to metfomin in patients with type 2 diabetes.,Wenying Yang; Dalong Zhu; Li Chen,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01803-5.pdf,10.1038/s41591-022-01803-5,,s41591-022-01803-5,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-16,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01808-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Electronic cigarettes versus nicotine patches for smoking cessation in pregnancy: a randomized controlled trial,"A randomized controlled trial comparing the efficacy of electronic cigarettes and nicotine patches for smoking cessation in pregnant women found no differences between the interventions. However, electronic cigarettes were found to have some benefit when only the data from women who adhered strictly to the trial protocol were analyzed.",Peter Hajek; Dunja Przulj; Katie Myers Smith,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01808-0.pdf,10.1038/s41591-022-01808-0,,s41591-022-01808-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-25,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01840-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Long COVID after breakthrough SARS-CoV-2 infection,"A new analysis using the US Department of Veterans Affairs national healthcare databases demonstrates that Long COVID can occur after breakthrough SARS-CoV-2 infection; however, the risk of death attributable to COVID and incidence of post-acute sequelae were substantially reduced (but not fully eliminated) compared to unvaccinated individuals.",Ziyad Al-Aly; Benjamin Bowe; Yan Xie,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01840-0.pdf,10.1038/s41591-022-01840-0,,s41591-022-01840-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-10,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01855-7,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Modeling transmission of SARS-CoV-2 Omicron in China,"Estimates from a new modeling study suggest that current levels of vaccine coverage in China are insufficient to prevent overwhelming the healthcare system, and that, if left untreated, a nationwide Omicron wave could result in up to 1.55 million deaths.",Jun Cai; Xiaowei Deng; Hongjie Yu,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01855-7.pdf,10.1038/s41591-022-01855-7,,s41591-022-01855-7,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-19,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01789-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Rituximab versus tocilizumab in rheumatoid arthritis: synovial biopsy-based biomarker analysis of the phase 4 R4RA randomized trial,"Biomarker analysis of the phase 4 R4RA trial identifies pretreatment synovial biopsy features selectively associated with response to rituximab or tocilizumab, and leads to the development of models that might predict treatment benefit in patients with rheumatoid arthritis",Felice Rivellese; Anna E. A. Surace; Costantino Pitzalis,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01789-0.pdf,10.1038/s41591-022-01789-0,,s41591-022-01789-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-12,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01815-1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Safety and antiviral activity of triple combination broadly neutralizing monoclonal antibody therapy against HIV-1: a phase 1 clinical trial,"A combination of three monoclonal antibodies transiently reduced viremia in people living with HIV-1 and not on antiretroviral therapy, but it did not prevent viral rebound. Further studies are needed to determine if this approach can be optimized.",Boris Julg; Kathryn E. Stephenson; Dan H. Barouch,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01815-1.pdf,10.1038/s41591-022-01815-1,,s41591-022-01815-1,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_05,official_month_open_access_clinical_article_batch,2022,2022-05-10,2022-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62,https://www.nature.com/articles/s41591-022-01807-1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=62&error=cookies_not_supported&code=6e347350-2241-47c3-bdfd-2c23087266f0,Spatial and temporal fluctuations in COVID-19 fatality rates in Brazilian hospitals,Analysis of individual-level patient records from Brazil reveals that the extensive shocks in COVID-19 mortality rates are associated with pre-pandemic geographic inequities as well as shortages in healthcare capacity during the pandemic.,Andrea Brizzi; Charles Whittaker; Oliver Ratmann,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01807-1.pdf,10.1038/s41591-022-01807-1,,s41591-022-01807-1,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-27,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01872-6,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,City-level impact of extreme temperatures and mortality in Latin America,"An ecological analysis of 326 cities in 9 countries across Latin America found that changes in ambient temperature have a substantial contribution to all-cause mortality, with small increases in extreme heat associated with steep increases in mortality risk.",Josiah L. Kephart; Brisa N. Sánchez; Daniel A. Rodríguez,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01872-6.pdf,10.1038/s41591-022-01872-6,,s41591-022-01872-6,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-20,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01882-4,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,Drivers of adaptive evolution during chronic SARS-CoV-2 infections,"Analysis of mutations that arise in chronic SARS-CoV-2 infections shows both overlap and differences with mutations present in pandemic viral variants of concern, highlighting their distinct drivers of evolution.",Sheri Harari; Maayan Tahor; Adi Stern,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01882-4.pdf,10.1038/s41591-022-01882-4,,s41591-022-01882-4,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-02,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01850-y,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Noninvasive proteomic biomarkers for alcohol-related liver disease,"Interogation of mass-spectrometry-based proteomics of liver and plasma from a cohort of patients with alcohol-related liver disease identifies noninvasive biomarkers associated with early stages of disease progression, including significant fibrosis, inflammation and steatosis.",Lili Niu; Maja Thiele; Matthias Mann,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01850-y.pdf,10.1038/s41591-022-01850-y,,s41591-022-01850-y,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-17,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01867-3,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,Onasemnogene abeparvovec for presymptomatic infants with three copies of SMN2 at risk for spinal muscular atrophy: the Phase III SPR1NT trial,"For infants with three copies of SMN1 at risk for spinal muscular atrophy (SMA) type 1, onasemnogene abeparvovec improves ventilator-free survival and nutritional/respiratory independence and allows motor development indistinguishable from healthy children without SMA.",Kevin A. Strauss; Michelle A. Farrar; Thomas A. Macek,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01867-3.pdf,10.1038/s41591-022-01867-3,,s41591-022-01867-3,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-17,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01866-4,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,Onasemnogene abeparvovec for presymptomatic infants with two copies of SMN2 at risk for spinal muscular atrophy type 1: the Phase III SPR1NT trial,"For presymptomatic infants at risk for SMA type 1, onasemnogene abeparvovec improves motor outcomes, ventilator-free survival, and nutritional/respiratory independence compared with untreated or treated symptomatic patients",Kevin A. Strauss; Michelle A. Farrar; Thomas A. Macek,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01866-4.pdf,10.1038/s41591-022-01866-4,,s41591-022-01866-4,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-02,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01845-9,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Parental inflammatory bowel disease and autism in children,"Evidence from four complementary methodological approaches, harnessing genotype and phenotype data, identifies potential causal links between inflammatory bowel disease in parents and autism in children.",Aws Sadik; Christina Dardani; Dheeraj Rai,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01845-9.pdf,10.1038/s41591-022-01845-9,,s41591-022-01845-9,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-16,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01877-1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Rapid evaluation of COVID-19 vaccine effectiveness against symptomatic infection with SARS-CoV-2 variants by analysis of genetic distance,"A model that predicts the effectiveness of COVID-19 vaccines against circulating SARS-CoV-2 variants, before the acquisition of real-world effectiveness data, may help guide more rapid public health and research responses to new variants of concern.",Lirong Cao; Jingzhi Lou; Maggie Haitian Wang,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01877-1.pdf,10.1038/s41591-022-01877-1,,s41591-022-01877-1,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_06,official_month_open_access_clinical_article_batch,2022,2022-06-03,2022-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61,https://www.nature.com/articles/s41591-022-01829-9,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=61&error=cookies_not_supported&code=993bcfda-c878-451a-84b6-ca108540f4d4,Sotigalimab and/or nivolumab with chemotherapy in first-line metastatic pancreatic cancer: clinical and immunologic analyses from the randomized phase 2 PRINCE trial,"In a randomized phase 2 trial, sotigalimab, a CD40 agonist, did not significantly improve overall survival in patients with previously untreated metastatic pancreatic cancer when combined with chemotherapy or with nivolumab and chemotherapy. Multi-omic exploratory analyses provide insights into immunologic features associated with clinical benefit.",Lacey J. Padrón; Deena M. Maurer; Robert H. Vonderheide,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01829-9.pdf,10.1038/s41591-022-01829-9,,s41591-022-01829-9,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_07,official_month_open_access_clinical_article_batch,2022,2022-07-21,2022-07,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01897-x,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,Intratumoral oncolytic herpes virus G47∆ for residual or recurrent glioblastoma: a phase 2 trial,Results from a pivotal single-arm phase 2 trial show that the repeated intratumoral administration of the oncolytic herpes virus G47∆ in residual or recurrent glioblastoma exhibits survival benefit and a safe profile.,Tomoki Todo; Hirotaka Ito; Minoru Tanaka,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01897-x.pdf,10.1038/s41591-022-01897-x,,s41591-022-01897-x,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_07,official_month_open_access_clinical_article_batch,2022,2022-07-18,2022-07,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01890-4,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,Modeling global 80-80-80 blood pressure targets and cardiovascular outcomes,"A new modeling study demonstrates that most countries could achieve 80-80-80 hypertension targets by 2040, promoting increased global equality for cardiovascular diseases with the greatest mortality benefits being seen in low-income countries.",Sarah J. Pickersgill; William T. Msemburi; David A. Watkins,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01890-4.pdf,10.1038/s41591-022-01890-4,,s41591-022-01890-4,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_07,official_month_open_access_clinical_article_batch,2022,2022-07-25,2022-07,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60,https://www.nature.com/articles/s41591-022-01909-w,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=60&error=cookies_not_supported&code=fd5315f0-d281-402b-8d72-eb385e472cd6,Symptoms and risk factors for long COVID in non-hospitalized adults,"A retrospective analysis of primary care records in the United Kingdom reveals individual symptoms associated with SARS-CoV-2 infections, which persisted for 12 weeks or more after infection, as well as risk factors associated with developing long COVID.",Anuradhaa Subramanian; Krishnarajah Nirantharakumar; Shamil Haroon,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01909-w.pdf,10.1038/s41591-022-01909-w,,s41591-022-01909-w,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_08,official_month_open_access_clinical_article_batch,2022,2022-08-22,2022-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59,https://www.nature.com/articles/s41591-022-01933-w,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59&error=cookies_not_supported&code=6a109b61-e8d0-4e55-9c30-f11e4b7c3567,Atezolizumab versus chemotherapy in advanced or metastatic NSCLC with high blood-based tumor mutational burden: primary analysis of BFAST cohort C randomized phase 3 trial,"In a phase 3 trial, selection of non-small cell lung cancer patients based on high blood-based tumor mutation burden did not improve clinical response to the checkpoint blockade inhibitor atezolizumab, as compared with standard of care platinum-based chemotherapy.",Solange Peters; Rafal Dziadziuszko; Tony Mok,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01933-w.pdf,10.1038/s41591-022-01933-w,,s41591-022-01933-w,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_08,official_month_open_access_clinical_article_batch,2022,2022-08-25,2022-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59,https://www.nature.com/articles/s41591-022-01977-y,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59&error=cookies_not_supported&code=6a109b61-e8d0-4e55-9c30-f11e4b7c3567,"Cemiplimab plus chemotherapy versus chemotherapy alone in non-small cell lung cancer: a randomized, controlled, double-blind phase 3 trial","Results from EMPOWER-Lung 3 demonstrate increased overall survival with cemiplimab plus platinum-doublet chemotherapy compared to cemiplimab as first-line treatment in patients with advanced non-small cell lung cancer, irrespective of PD-L1 expression.",Miranda Gogishvili; Tamar Melkadze; Petra Rietschel,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01977-y.pdf,10.1038/s41591-022-01977-y,,s41591-022-01977-y,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_08,official_month_open_access_clinical_article_batch,2022,2022-08-01,2022-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59,https://www.nature.com/articles/s41591-022-01886-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59&error=cookies_not_supported&code=6a109b61-e8d0-4e55-9c30-f11e4b7c3567,Circulating tumor DNA to guide rechallenge with panitumumab in metastatic colorectal cancer: the phase 2 CHRONOS trial,"In a phase 2 trial, monitoring tumor resistance mutations in blood using liquid biopsies allowed rationally guided subsequent therapy with anti-EGFR antibodies in patients with colorectal cancer.",Andrea Sartore-Bianchi; Filippo Pietrantonio; Alberto Bardelli,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01886-0.pdf,10.1038/s41591-022-01886-0,,s41591-022-01886-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_08,official_month_open_access_clinical_article_batch,2022,2022-08-11,2022-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59,https://www.nature.com/articles/s41591-022-01927-8,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59&error=cookies_not_supported&code=6a109b61-e8d0-4e55-9c30-f11e4b7c3567,Detection of early seeding of Richter transformation in chronic lymphocytic leukemia,Single-cell genomic and transcriptomic analyses of longitudinal samples of patients with Richter syndrome reveal the presence and dynamics of clones driving transformation from chronic lymphocytic leukemia years before clinical manifestation,Ferran Nadeu; Romina Royo; Elías Campo,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01927-8.pdf,10.1038/s41591-022-01927-8,,s41591-022-01927-8,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2022_08,official_month_open_access_clinical_article_batch,2022,2022-08-12,2022-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59,https://www.nature.com/articles/s41591-022-01931-y,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=59&error=cookies_not_supported&code=6a109b61-e8d0-4e55-9c30-f11e4b7c3567,Pan-cancer efficacy of pralsetinib in patients with RET fusion–positive solid tumors from the phase 1/2 ARROW trial,"Results from the precision oncology ARROW trial identify the RET receptor tyrosine kinase as a tissue-agnostic target and the drug pralsetinib’s potential as a well-tolerated treatment option with rapid, robust and durable anti-tumor activity in patients with diverse RET fusion–positive solid tumors.",Vivek Subbiah; Philippe A. Cassier; Giuseppe Curigliano,publisher_card_open_access,https://www.nature.com/articles/s41591-022-01931-y.pdf,10.1038/s41591-022-01931-y,,s41591-022-01931-y,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
